module	genome_name	db_name	module_name	module_class	module_category	module_subcategory	module_definition	stepwise_module_completeness	stepwise_module_is_complete	pathwise_module_completeness	pathwise_module_is_complete	proportion_unique_enzymes_present	enzymes_unique_to_module	unique_enzymes_hit_counts	enzyme_hits_in_module	gene_caller_ids_in_module	warnings	pathwise_copy_number	stepwise_copy_number	per_step_copy_numbers
M00741	Cmq_c19Ua_121	Cmq_c19Ua_121	Propanoyl-CoA metabolism, propanoyl-CoA => succinyl-CoA	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"(K01965+K01966,K11263+(K18472,K27094+K27095,K19312+K22568),K01964+K15036+K15037) K05606 (K01847,K01848+K01849)"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K11263,K11263,K27094,K27095	2174,2134,2166,2167	K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887,K27094 is present in multiple modules: M00741/M00887,K27095 is present in multiple modules: M00741/M00887	0	0	1,0,0
M00982	Cmq_c19Ua_121	Cmq_c19Ua_121	Methylcitrate cycle	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01659 (K01720,(K20455 K09788)) (K01682,K27802) (K03417,K01637) (K00239+K00240+K00241-(K00242,K18859,K18860),K00244+K00245+K00246-K00247) (K01676,K01679,K01677+K01678) (K00024,K00116)"	1.0	True	1.0	True	1.0	K01720,K03417	1,1	K00024,K00116,K00239,K00240,K00241,K01659,K01679,K01720,K03417,K27802	1341,240,1534,1533,1535,2184,886,2186,2185,20	K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00982/M00168/M00173/M00374/M00620/M00346/M00614,K00116 is present in multiple modules: M00009/M00011/M00982,K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K01659 is present in multiple modules: M00009/M00010/M00012/M00740/M00982,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614,K27802 is present in multiple modules: M00009/M00010/M00012/M00740/M00982/M00173	1	1	1,1,1,1,1,1,2
M00131	Cmq_c19Ua_121	Cmq_c19Ua_121	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol	Pathway modules	Carbohydrate metabolism	Other carbohydrate metabolism	"K01106 K01107 K01109 K01092"	0.25	False	0.25	False	1.0	K01092	2	K01092,K01092	152,317	None	0	0	0,0,0,2
M00165	Cmq_c19Ua_121	Cmq_c19Ua_121	Reductive pentose phosphate cycle (Calvin cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00855,K28462) (K01601-K01602) K00927 (K05298,K00150,K00134) K01803 (K01623,K01624) (K03841,K02446,K11532,K01086) K00615 (K01100,K11532,K01086) (K01807,K01808) K01783"	0.7272727272727273	False	0.7272727272727273	False	NA	No enzymes unique to module	NA	K00134,K00134,K00615,K00927,K01624,K01783,K01803,K01808,K02446	52,842,44,51,1849,63,50,1361,887	K00134 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K00615 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K00927 is present in multiple modules: M00001/M00002/M00003/M00308/M00552/M00165/M00611/M00612,K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K01783 is present in multiple modules: M00004/M00007/M00165,K01803 is present in multiple modules: M00001/M00002/M00003/M00165,K01808 is present in multiple modules: M00004/M00007/M00165/M00611/M00612,K02446 is present in multiple modules: M00003/M00165/M00611/M00612	0	0	0,0,1,2,1,1,1,1,0,1,1
M00168	Cmq_c19Ua_121	Cmq_c19Ua_121	CAM (Crassulacean acid metabolism), dark	Pathway modules	Energy metabolism	Carbon fixation	"K01595 (K00025,K00026,K00024)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00024,K01595,K01595	1341,2221,2220	K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00982/M00168/M00173/M00374/M00620/M00346/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	1	1	2,1
M00172	Cmq_c19Ua_121	Cmq_c19Ua_121	C4-dicarboxylic acid cycle, NADP - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K00051 K00029 K01006"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01595,K01595	2221,2220	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	0	0	2,0,0,0
M00171	Cmq_c19Ua_121	Cmq_c19Ua_121	C4-dicarboxylic acid cycle, NAD - malic enzyme type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 (K00025,K00026) K00028 (K00814,K14272) K01006"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K01595,K01595	2221,2220	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	0	0	2,0,0,0,0,0,0
M00170	Cmq_c19Ua_121	Cmq_c19Ua_121	C4-dicarboxylic acid cycle, phosphoenolpyruvate carboxykinase type	Pathway modules	Energy metabolism	Carbon fixation	"K01595 K14454 K14455 K01610"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01595,K01595	2221,2220	K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	0	0	2,0,0,0
M00173	Cmq_c19Ua_121	Cmq_c19Ua_121	Reductive citrate cycle (Arnon-Buchanan cycle)	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172,K03737) ((K01007,K01006) K01595,K01959+K01960,K01958) K00024 (K01676,K01679,K01677+K01678) (K00239+K00240-K00241-K00242) (K01902+K01903) (K00174+K00175-K00177-K00176) K00031 (K27802,K01682) (K15230+K15231)"	0.6	False	0.6	False	NA	No enzymes unique to module	NA	K00024,K00031,K00239,K00240,K00241,K01595,K01595,K01679,K01958,K27802	1341,2207,1534,1533,1535,2221,2220,886,2180,20	K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00982/M00168/M00173/M00374/M00620/M00346/M00614,K00031 is present in multiple modules: M00009/M00010/M00740/M00173/M00614,K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614,K01958 is present in multiple modules: M00173/M00614,K27802 is present in multiple modules: M00009/M00010/M00012/M00740/M00982/M00173	0	0	0,1,1,1,1,0,0,1,1,0
M00376	Cmq_c19Ua_121	Cmq_c19Ua_121	3-Hydroxypropionate bi-cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K02160+K01961+K01962+K01963) K14468 K14469 K15052 K05606 (K01847,K01848+K01849) (K14471+K14472) (K00239+K00240+K00241) K01679 K08691 K14449 K14470 K09709"	0.15384615384615385	False	0.15384615384615385	False	NA	No enzymes unique to module	NA	K00239,K00240,K00241,K01679	1534,1533,1535,886	K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K01679 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00613/M00614	0	0	0,0,0,0,0,0,0,1,1,0,0,0,0
M00374	Cmq_c19Ua_121	Cmq_c19Ua_121	Dicarboxylate-hydroxybutyrate cycle	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172) K01007 K01595 K00024 (K01677+K01678) (K00239+K00240-K00241-K18860) (K01902+K01903) (K15038,K15017) K14465 (K14467,K18861,K25774) K14534 K15016 K00626"	0.23076923076923078	False	0.23076923076923078	False	NA	No enzymes unique to module	NA	K00024,K00239,K00240,K00241,K01595,K01595	1341,1534,1533,1535,2221,2220	K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00982/M00168/M00173/M00374/M00620/M00346/M00614,K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614	0	0	0,0,2,1,0,1,0,0,0,0,0,0,0
M00377	Cmq_c19Ua_121	Cmq_c19Ua_121	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Pathway modules	Energy metabolism	Carbon fixation	"K00198 (K05299-K15022,K22015+K25123+K25124) K01938 K01491-K01500 K00297-K25007-K25008 K15023 K14138+K00197+K00194"	0.42857142857142855	False	0.42857142857142855	False	NA	No enzymes unique to module	NA	K00297,K01491,K01938	1975,2230,455	K00297 is present in multiple modules: M00377/M00618,K01491 is present in multiple modules: M00377/M00140/M00618,K01938 is present in multiple modules: M00377/M00140/M00618	0	0	0,0,1,1,1,0,0
M00579	Cmq_c19Ua_121	Cmq_c19Ua_121	Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate	Pathway modules	Energy metabolism	Carbon fixation	"(K00625,K13788,K15024) K00925"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00925,K13788	1837,1838	K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K13788 is present in multiple modules: M00579/M00617/M00618	1	1	1,1
M00620	Cmq_c19Ua_121	Cmq_c19Ua_121	Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate	Pathway modules	Energy metabolism	Carbon fixation	"(K00169+K00170+K00171+K00172) (K01959+K01960) K00024 (K01677+K01678) (K18209+K18210) (K01902+K01903) (K00174+K00175+K00176+K00177)"	0.14285714285714285	False	0.14285714285714285	False	NA	No enzymes unique to module	NA	K00024	1341	K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00982/M00168/M00173/M00374/M00620/M00346/M00614	0	0	0,0,1,0,0,0,0
M00567	Cmq_c19Ua_121	Cmq_c19Ua_121	Methanogenesis, CO2 => methane	Pathway modules	Energy metabolism	Methane metabolism	"(K00200+K00201+K00202+K00203-K11261+(K00205,K11260,K00204)) K00672 K01499 (K00319,K13942) K00320 (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.0	False	0.0625	False	NA	No enzymes unique to module	NA	K08264	2105	K08264 is present in multiple modules: M00567/M00357/M00356/M00563	0	0	0,0,0,0,0,0,0,0
M00357	Cmq_c19Ua_121	Cmq_c19Ua_121	Methanogenesis, acetate => methane	Pathway modules	Energy metabolism	Methane metabolism	"((K00925 K00625),K01895) (K00193+K00197+K00194) (K00577+K00578+K00579+K00580+K00581-K00582-K00583+K00584) (K00399+K00401+K00402) (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K00925,K08264	1837,2105	K00925 is present in multiple modules: M00579/M00357/M00617/M00618,K08264 is present in multiple modules: M00567/M00357/M00356/M00563	0	0	0,0,0,0,0
M00356	Cmq_c19Ua_121	Cmq_c19Ua_121	Methanogenesis, methanol => methane	Pathway modules	Energy metabolism	Methane metabolism	"K14080+K04480+K14081 K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.0	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K08264	2105	K08264 is present in multiple modules: M00567/M00357/M00356/M00563	0	0	0,0,0
M00563	Cmq_c19Ua_121	Cmq_c19Ua_121	Methanogenesis, methylamine/dimethylamine/trimethylamine => methane	Pathway modules	Energy metabolism	Methane metabolism	"K14082 ((K16177-K16176),(K16179-K16178),(K14084-K14083)) K00399+K00401+K00402 (K22480+K22481+K22482,K03388+K03389+K03390,K08264+K08265,K03388+K03389+K03390+K14127+(K14126+K14128,K22516+K00125))"	0.0	False	0.125	False	NA	No enzymes unique to module	NA	K08264	2105	K08264 is present in multiple modules: M00567/M00357/M00356/M00563	0	0	0,0,0,0
M00346	Cmq_c19Ua_121	Cmq_c19Ua_121	Formaldehyde assimilation, serine pathway	Pathway modules	Energy metabolism	Methane metabolism	"K00600 K00830 K00018 K11529 K01689 K01595 K00024 K08692+K14067 K08691"	0.4444444444444444	False	0.4444444444444444	False	NA	No enzymes unique to module	NA	K00024,K00600,K01595,K01595,K01689	1341,877,2221,2220,860	K00024 is present in multiple modules: M00009/M00011/M00012/M00740/M00982/M00168/M00173/M00374/M00620/M00346/M00614,K00600 is present in multiple modules: M00532/M00346/M00975/M00140/M00141,K01595 is present in multiple modules: M00168/M00172/M00171/M00170/M00173/M00374/M00346/M00614,K01689 is present in multiple modules: M00001/M00002/M00003/M00346	0	0	1,0,0,0,1,2,1,0,0
M00345	Cmq_c19Ua_121	Cmq_c19Ua_121	Formaldehyde assimilation, ribulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"(((K08093,K13812) K08094),K13831) (K00850,K16370,K21071) K01624"	0.6666666666666666	False	0.6666666666666666	False	NA	No enzymes unique to module	NA	K01624,K21071	1849,1058	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612,K21071 is present in multiple modules: M00001/M00345	0	0	0,1,1
M00344	Cmq_c19Ua_121	Cmq_c19Ua_121	Formaldehyde assimilation, xylulose monophosphate pathway	Pathway modules	Energy metabolism	Methane metabolism	"K17100 K00863 K01624 K03841"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K01624	1849	K01624 is present in multiple modules: M00001/M00003/M00165/M00345/M00344/M00611/M00612	0	0	0,0,1,0
M00529	Cmq_c19Ua_121	Cmq_c19Ua_121	Denitrification, nitrate => nitrogen	Pathway modules	Energy metabolism	Nitrogen metabolism	"(K00370+K00371+K00374,K02567+K02568) (K00368,K15864) (K04561+K02305) K00376"	0.25	False	0.25	False	NA	No enzymes unique to module	NA	K00368,K00368	1007,2028	K00368 is present in multiple modules: M00529/M00973	0	0	0,2,0,0
M00973	Cmq_c19Ua_121	Cmq_c19Ua_121	Anammox, nitrite + ammonia => nitrogen	Pathway modules	Energy metabolism	Nitrogen metabolism	"(K00368,K15864) (K20932+K20933+K20934) K20935"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00368,K00368	1007,2028	K00368 is present in multiple modules: M00529/M00973	0	0	2,0,0
M00987	Cmq_c19Ua_121	Cmq_c19Ua_121	Assimilatory sulfate reduction, plants, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	"K13811 K05907 K00392"	0.3333333333333333	False	0.3333333333333333	False	NA	No enzymes unique to module	NA	K00392	2274	K00392 is present in multiple modules: M00987/M00176/M00616	0	0	0,0,1
M00176	Cmq_c19Ua_121	Cmq_c19Ua_121	Assimilatory sulfate reduction, sulfate => H2S	Pathway modules	Energy metabolism	Sulfur metabolism	"(K00958+K00860,K00955+K00957,K00956+K00957+K00860) K00390 (K00380+K00381,K00392)"	0.6666666666666666	False	0.8888888888888888	True	NA	No enzymes unique to module	NA	K00390,K00392,K00956,K00957	2118,2274,2120,2119	K00390 is present in multiple modules: M00176/M00616,K00392 is present in multiple modules: M00987/M00176/M00616,K00956 is present in multiple modules: M00176/M00616,K00957 is present in multiple modules: M00176/M00616	0	0	0,1,1
M00993	Cmq_c19Ua_121	Cmq_c19Ua_121	Dimethylsulfoniopropionate (DMSP) degradation, cleavage pathway, DMSP => propionyl-CoA	Pathway modules	Energy metabolism	Sulfur metabolism	"K28072 K19745"	0.5	False	0.5	False	1.0	K19745	1	K19745	1903	None	0	0	0,1
M00149	Cmq_c19Ua_121	Cmq_c19Ua_121	Succinate dehydrogenase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K00241+(K00242,K18859,K18860)+K00239+K00240"	0.0	False	0.75	True	NA	No enzymes unique to module	NA	K00239,K00240,K00241	1534,1533,1535	K00239 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00240 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614,K00241 is present in multiple modules: M00009/M00011/M00982/M00173/M00376/M00374/M00149/M00613/M00614	0	0	0
M00151	Cmq_c19Ua_121	Cmq_c19Ua_121	Cytochrome bc1 complex respiratory unit	Pathway modules	Energy metabolism	ATP synthesis	"((K00412+K00413,K00410)+K00411),K03886+K03887+K03888,K03890+K03891+K03889"	1.0	True	1.0	True	1.0	K03889,K03890,K03891	1,1,1	K03889,K03890,K03891	392,391,390	None	1	1	1
M00154	Cmq_c19Ua_121	Cmq_c19Ua_121	Cytochrome c oxidase	Pathway modules	Energy metabolism	ATP synthesis	"(K02257+K02262+K02256+K02261+K02263+K02264+K02265+K02266+K02267+K02268+K02270-K02271+K02272-K02273+K02258+K02259+K02260)"	0.0	False	0.13333333333333333	False	1.0	K02257,K02259	1,1	K02257,K02259	43,41	None	0	0	0
M00155	Cmq_c19Ua_121	Cmq_c19Ua_121	Cytochrome c oxidase, prokaryotes	Pathway modules	Energy metabolism	ATP synthesis	"K02275+(K02274+K02276,K15408)-(K02277,K27109)"	1.0	True	1.0	True	1.0	K02274,K02275,K02276,K27109	1,1,1,1	K02274,K02275,K02276,K27109	1418,395,393,394	None	1	1	1
M00157	Cmq_c19Ua_121	Cmq_c19Ua_121	F-type ATPase, prokaryotes and chloroplasts	Pathway modules	Energy metabolism	ATP synthesis	"K02111+K02112+K02113+K02114+K02115+K02108+K02109+K02110"	1.0	True	1.0	True	1.0	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	1,1,1,1,1,1,1,1	K02108,K02109,K02110,K02111,K02112,K02113,K02114,K02115	1019,1021,1020,1023,1025,1022,1026,1024	None	1	1	1
M00082	Cmq_c19Ua_121	Cmq_c19Ua_121	Fatty acid biosynthesis, initiation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"(K11262,(K02160+K01961,K11263)+(K01962+K01963,K18472)) (K00665,K00667+K00668,K11533,(K00645 (K00648,K18473)))"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K11263,K11263	2174,2134	K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	0,0
M00083	Cmq_c19Ua_121	Cmq_c19Ua_121	Fatty acid biosynthesis, elongation	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K00665,(K00667 K00668),K11533,((K00647,K09458) K00059 (K02372,K01716,K16363) (K00208,K02371,K10780,K00209))"	0.0	False	0.25	False	NA	No enzymes unique to module	NA	K00059	1344	K00059 is present in multiple modules: M00083/M00874/M00572	0	0	0
M00874	Cmq_c19Ua_121	Cmq_c19Ua_121	Fatty acid biosynthesis in mitochondria, fungi	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11262 K03955+K00645 K09458 K00059 K22541 K07512"	0.16666666666666666	False	0.16666666666666666	False	NA	No enzymes unique to module	NA	K00059	1344	K00059 is present in multiple modules: M00083/M00874/M00572	0	0	0,0,0,1,0,0
M00086	Cmq_c19Ua_121	Cmq_c19Ua_121	beta-Oxidation, acyl-CoA synthesis	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K01897,K15013,K28161"	1.0	True	1.0	True	1.0	K01897	4	K01897,K01897,K01897,K01897	1280,1518,1520,1521	None	4	4	4
M00885	Cmq_c19Ua_121	Cmq_c19Ua_121	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608 K11609+K11610+(K27071+K27072,K27689)+K11611"	0.2	False	0.3	False	NA	No enzymes unique to module	NA	K02078,K11263,K11263	446,2174,2134	K02078 is present in multiple modules: M00885/M00886/M00848,K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	1,0,0,0,0
M00886	Cmq_c19Ua_121	Cmq_c19Ua_121	Meromycolic acid biosynthesis, initiation and elongation FAS II (KasA and KasB)	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K02078 K11263+K18472 K00645 K11608  K11609+K11610+K27071+K27072+K11611 K27070+K11610+K27072+(K27073,K27074)+K11611"	0.16666666666666666	False	0.25	False	NA	No enzymes unique to module	NA	K02078,K11263,K11263	446,2174,2134	K02078 is present in multiple modules: M00885/M00886/M00848,K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887	0	0	1,0,0,0,0,0
M00887	Cmq_c19Ua_121	Cmq_c19Ua_121	Mycolic acid biosynthesis, meromycolic acid + alpha-carboxyacyl-CoA + trehalose => TMM => TDM/mAGP/GMM	Pathway modules	Lipid metabolism	Fatty acid metabolism	"K11263+K27093+K27094+K27095 K12428 K12437 K27306 K18851"	1.0	True	1.0	True	1.0	K12428,K12437,K18851,K27093,K27306	1,1,4,1,1	K11263,K11263,K12428,K12437,K18851,K18851,K18851,K18851,K27093,K27094,K27095,K27306	2174,2134,2072,2073,2066,2069,1540,1539,2074,2166,2167,1384	K11263 is present in multiple modules: M00741/M00082/M00885/M00886/M00887,K27094 is present in multiple modules: M00741/M00887,K27095 is present in multiple modules: M00741/M00887	1	1	1,1,1,1,4
M00101	Cmq_c19Ua_121	Cmq_c19Ua_121	Cholesterol biosynthesis, FPP => cholesterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K00801 K00511 K01852 K05917 (K00222,K19532) K07750 K07748 K13373 K09828 K01824 K00227 K00213"	0.08333333333333333	False	0.08333333333333333	False	NA	No enzymes unique to module	NA	K09828	528	K09828 is present in multiple modules: M00101/M00917	0	0	0,0,0,0,0,0,0,0,1,0,0,0
M00917	Cmq_c19Ua_121	Cmq_c19Ua_121	Phytosterol biosynthesis, squalene 2,3-epoxide => campesterol/sitosterol	Pathway modules	Lipid metabolism	Sterol biosynthesis	"K01853 K00559 K14423 K23558 -- K08246 K05917 K00222 K01824 K08242 K14424 K00227 K00213 K09828"	0.07142857142857142	False	0.07142857142857142	False	NA	No enzymes unique to module	NA	K09828	528	'--' steps are assumed incomplete,K09828 is present in multiple modules: M00101/M00917	0	0	0,0,0,0,0,0,0,0,0,0,0,0,0,1
M00089	Cmq_c19Ua_121	Cmq_c19Ua_121	Triacylglycerol biosynthesis	Pathway modules	Lipid metabolism	Lipid metabolism	"(K00629,K13506,K13507,K00630,K13508) (K00655,K13509,K13523,K19007,K13513,K13517,K13519,K14674,K22831) (K01080,K15728,K18693) (K11155,K11160,K14456,K22848,K22849,K27538,K27539)"	0.25	False	0.25	False	1.0	K00655	2	K00655,K00655	385,2046	None	0	0	0,2,0,0
M00098	Cmq_c19Ua_121	Cmq_c19Ua_121	Acylglycerol degradation	Pathway modules	Lipid metabolism	Lipid metabolism	"(K01046,K12298,K16816,K13534,K14073,K14074,K14075,K14076,K22283,K14452,K22284,K14674,K14675,K17900) (K01054,K25824)"	0.5	False	0.5	False	1.0	K01046	1	K01046	2011	None	0	0	1,0
M00093	Cmq_c19Ua_121	Cmq_c19Ua_121	Phosphatidylethanolamine (PE) biosynthesis, PA => PS => PE	Pathway modules	Lipid metabolism	Lipid metabolism	"K00981 (K00998,K17103) K01613"	0.3333333333333333	False	0.3333333333333333	False	1.0	K00981	1	K00981	256	None	0	0	1,0,0
M00048	Cmq_c19Ua_121	Cmq_c19Ua_121	De novo purine biosynthesis, PRPP + glutamine => IMP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00764 (K01945,K11787,K11788,K13713) (K00601,K11175,K08289,K11787,K01492) (K01952,(K23269+K23264+K23265),(K23270+K23265)) (K01933,K11787,K11788 (K01587,K11808,K01589 K01588)) (K01923,K01587,K13713) K01756 (K00602,(K01492,K06863 K11176))"	1.0	True	1.0	True	1.0	K00602,K00764,K01588,K01589,K01923,K01933,K01945,K08289,K11175,K23264,K23265,K23269	1,1,1,1,1,1,1,1,1,1,1,1	K00602,K00764,K01588,K01589,K01756,K01923,K01933,K01945,K08289,K11175,K23264,K23265,K23269	781,1725,2152,2153,1737,1736,1724,1738,1841,780,1732,1731,1730	K01756 is present in multiple modules: M00048/M00049	1	1	1,1,2,1,1,1,1,1
M00049	Cmq_c19Ua_121	Cmq_c19Ua_121	Adenine ribonucleotide biosynthesis, IMP => ADP,ATP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K01939 K01756 (K00939,K18532,K18533,K00944) K00940"	1.0	True	1.0	True	1.0	K00939,K01939	1,1	K00939,K00940,K01756,K01939	531,1336,1737,1845	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938,K01756 is present in multiple modules: M00048/M00049	1	1	1,1,1,1
M00050	Cmq_c19Ua_121	Cmq_c19Ua_121	Guanine ribonucleotide biosynthesis, IMP => GDP,GTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"K00088 K01951 K00942 (K00940,K18533)"	1.0	True	1.0	True	1.0	K00088,K00942,K01951	1,1,1	K00088,K00940,K00942,K01951	2251,1336,71,2248	K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	1,1,1,1
M00053	Cmq_c19Ua_121	Cmq_c19Ua_121	Deoxyribonucleotide biosynthesis, ADP/GDP/CDP/UDP => dATP/dGTP/dCTP/dUTP	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K00525+K00526,K10807+K10808) (K00940,K18533)"	1.0	True	1.0	True	NA	No enzymes unique to module	NA	K00525,K00525,K00526,K00526,K00940	1421,1353,1419,1354,1336	K00525 is present in multiple modules: M00053/M00938,K00526 is present in multiple modules: M00053/M00938,K00940 is present in multiple modules: M00049/M00050/M00053/M00052/M00938	1	1	2,1
M00958	Cmq_c19Ua_121	Cmq_c19Ua_121	Adenine ribonucleotide degradation, AMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"((K01490 (K01081,K19970,K03787,K18550)),((K01081,K19970,K11751,K03787,K02566,K08693) (K01488,K19572,K05810))) (K03783,K03784,K09913,K05810) (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.6666666666666666	False	0.75	True	NA	No enzymes unique to module	NA	K01081,K02566,K05810	115,447,361	K01081 is present in multiple modules: M00958/M00959,K02566 is present in multiple modules: M00958/M00959,K05810 is present in multiple modules: M00958/M00959/M00034	1	0	1,1,0
M00959	Cmq_c19Ua_121	Cmq_c19Ua_121	Guanine ribonucleotide degradation, GMP => Urate	Pathway modules	Nucleotide metabolism	Purine metabolism	"(K01081,K19970,K11751,K03787,K02566,K08693,K20881) (K03783,K03784,K09913,K05810) K01487 (K00106,K00087+K13479+K13480,K13481+K13482,K11177+K11178+K13483)"	0.5	False	0.5	False	NA	No enzymes unique to module	NA	K01081,K02566,K05810	115,447,361	K01081 is present in multiple modules: M00958/M00959,K02566 is present in multiple modules: M00958/M00959,K05810 is present in multiple modules: M00958/M00959/M00034	0	0	2,1,0,0
